order_id,customer_id,order_date,status
1391,23,2024-08-07,delivered
1830,81,2024-08-07,returned
1207,65,2024-08-09,cancelled
1731,83,2024-08-09,cancelled
1773,30,2024-08-09,processing
1227,104,2024-08-11,pending
2022,132,2024-08-11,pending
1395,1,2024-08-13,delivered
1087,139,2024-08-14,delivered
1497,119,2024-08-14,delivered
1544,106,2024-08-15,delivered
1265,14,2024-08-16,delivered
1600,49,2024-08-16,delivered
1625,133,2024-08-16,delivered
1019,93,2024-08-17,cancelled
1089,128,2024-08-17,cancelled
1733,114,2024-08-17,shipped
2047,14,2024-08-17,cancelled
1883,53,2024-08-19,cancelled
1723,69,2024-08-21,processing
1290,141,2024-08-22,shipped
2055,34,2024-08-22,delivered
1209,74,2024-08-23,delivered
1532,113,2024-08-23,processing
1878,125,2024-08-23,pending
1798,32,2024-08-25,delivered
1496,8,2024-08-26,delivered
1924,62,2024-08-26,cancelled
1287,41,2024-08-27,delivered
1499,80,2024-08-27,delivered
1536,142,2024-08-27,pending
1835,4,2024-08-27,shipped
1541,142,2024-08-28,shipped
1964,105,2024-08-28,returned
1433,24,2024-08-29,delivered
1744,58,2024-08-29,shipped
1916,30,2024-08-29,delivered
2019,119,2024-08-29,delivered
1128,31,2024-08-31,delivered
1763,40,2024-08-31,shipped
1165,128,2024-09-01,shipped
1228,75,2024-09-01,shipped
1074,131,2024-09-02,delivered
1673,70,2024-09-03,delivered
1692,107,2024-09-04,cancelled
1038,124,2024-09-05,delivered
1183,121,2024-09-05,cancelled
1515,63,2024-09-08,delivered
1118,117,2024-09-09,delivered
1258,142,2024-09-09,delivered
1780,38,2024-09-09,shipped
1999,99,2024-09-09,processing
1657,49,2024-09-10,delivered
1136,131,2024-09-11,cancelled
1847,35,2024-09-11,shipped
1241,18,2024-09-12,delivered
1885,71,2024-09-12,pending
1031,107,2024-09-13,delivered
1344,88,2024-09-13,pending
1124,130,2024-09-15,delivered
1174,69,2024-09-15,delivered
1350,1,2024-09-15,processing
1807,73,2024-09-16,shipped
2054,77,2024-09-16,delivered
1466,149,2024-09-17,delivered
1592,126,2024-09-17,returned
1967,39,2024-09-17,shipped
2007,115,2024-09-18,delivered
1140,138,2024-09-19,delivered
1376,124,2024-09-19,cancelled
1586,89,2024-09-19,shipped
1963,86,2024-09-19,cancelled
1231,142,2024-09-20,cancelled
1367,140,2024-09-20,shipped
1415,97,2024-09-20,cancelled
1753,117,2024-09-20,processing
1517,83,2024-09-21,delivered
1531,49,2024-09-21,cancelled
1634,62,2024-09-21,delivered
1742,147,2024-09-21,pending
1998,99,2024-09-21,shipped
1475,60,2024-09-22,delivered
1483,106,2024-09-24,processing
1791,12,2024-09-25,pending
1826,82,2024-09-25,processing
1899,122,2024-09-25,delivered
2025,98,2024-09-27,delivered
1060,99,2024-09-28,pending
1441,39,2024-09-30,shipped
1495,127,2024-09-30,processing
1656,10,2024-09-30,delivered
1427,33,2024-10-01,shipped
1947,129,2024-10-01,cancelled
1699,85,2024-10-02,delivered
1072,26,2024-10-03,delivered
1715,113,2024-10-03,processing
1942,26,2024-10-03,delivered
1761,135,2024-10-04,delivered
1853,117,2024-10-05,delivered
1663,4,2024-10-07,delivered
1902,37,2024-10-09,cancelled
1886,105,2024-10-10,returned
2083,40,2024-10-10,delivered
1431,20,2024-10-11,delivered
1535,121,2024-10-11,cancelled
1843,68,2024-10-11,delivered
1573,87,2024-10-12,cancelled
2095,102,2024-10-12,processing
1414,21,2024-10-13,delivered
1473,85,2024-10-14,delivered
1168,137,2024-10-15,pending
1706,98,2024-10-15,delivered
1740,82,2024-10-15,delivered
1027,125,2024-10-16,shipped
1109,139,2024-10-16,processing
1341,10,2024-10-16,delivered
1079,18,2024-10-17,delivered
1530,61,2024-10-17,delivered
2030,74,2024-10-17,shipped
1284,59,2024-10-18,shipped
1226,24,2024-10-19,delivered
1844,112,2024-10-19,delivered
2096,26,2024-10-19,delivered
1605,26,2024-10-21,delivered
1067,114,2024-10-22,shipped
1236,43,2024-10-22,delivered
1504,77,2024-10-22,cancelled
1839,8,2024-10-25,pending
2075,12,2024-10-26,delivered
1052,84,2024-10-27,delivered
1640,15,2024-10-27,delivered
1851,76,2024-10-27,shipped
1486,92,2024-10-28,delivered
1366,96,2024-10-29,delivered
1667,111,2024-10-29,delivered
1752,38,2024-10-29,shipped
1966,63,2024-10-29,cancelled
1353,136,2024-10-31,delivered
1782,106,2024-11-02,shipped
1545,145,2024-11-03,delivered
1703,47,2024-11-03,delivered
1363,44,2024-11-04,delivered
1891,45,2024-11-04,processing
1364,21,2024-11-05,pending
1585,98,2024-11-06,processing
2060,62,2024-11-06,delivered
1520,128,2024-11-09,delivered
1735,150,2024-11-09,returned
1453,37,2024-11-10,processing
1662,60,2024-11-10,delivered
1439,119,2024-11-11,delivered
1232,66,2024-11-12,delivered
1088,118,2024-11-13,delivered
1333,66,2024-11-13,delivered
1162,3,2024-11-15,shipped
1875,120,2024-11-15,delivered
1383,74,2024-11-16,delivered
1020,140,2024-11-17,delivered
1337,41,2024-11-17,delivered
1858,19,2024-11-17,delivered
1081,114,2024-11-18,delivered
1100,89,2024-11-18,delivered
1529,77,2024-11-18,returned
1028,109,2024-11-19,pending
1171,65,2024-11-23,delivered
1261,117,2024-11-24,shipped
1298,78,2024-11-24,processing
1946,51,2024-11-25,shipped
1008,99,2024-11-26,delivered
1222,124,2024-11-26,processing
1050,28,2024-11-27,pending
1688,61,2024-11-28,processing
1018,98,2024-11-29,delivered
1177,147,2024-11-29,shipped
1252,92,2024-11-29,shipped
1982,148,2024-11-29,delivered
1058,76,2024-11-30,processing
1806,76,2024-11-30,processing
1198,6,2024-12-01,delivered
1516,102,2024-12-02,delivered
1777,71,2024-12-02,shipped
1654,3,2024-12-03,delivered
2031,145,2024-12-03,delivered
1153,13,2024-12-05,delivered
1576,128,2024-12-05,shipped
1651,74,2024-12-06,delivered
1931,59,2024-12-06,shipped
1641,91,2024-12-07,delivered
1356,57,2024-12-08,cancelled
1606,49,2024-12-08,delivered
1813,65,2024-12-09,delivered
1612,36,2024-12-10,processing
1436,25,2024-12-11,delivered
1820,11,2024-12-12,processing
1927,80,2024-12-13,cancelled
1026,113,2024-12-14,shipped
1392,9,2024-12-14,shipped
1048,149,2024-12-16,cancelled
2084,94,2024-12-17,delivered
1443,34,2024-12-18,delivered
1043,24,2024-12-19,delivered
1469,76,2024-12-20,delivered
1952,84,2024-12-20,processing
1167,107,2024-12-21,delivered
1580,45,2024-12-21,processing
1041,52,2024-12-22,returned
2092,34,2024-12-24,cancelled
1331,139,2024-12-25,delivered
1767,94,2024-12-25,delivered
1006,136,2024-12-26,delivered
2042,129,2024-12-26,shipped
2089,70,2024-12-26,delivered
1247,43,2024-12-28,delivered
1693,66,2024-12-28,cancelled
1718,124,2024-12-28,returned
1355,76,2024-12-29,delivered
1616,87,2024-12-29,delivered
1913,30,2024-12-29,returned
1173,120,2024-12-30,cancelled
1375,20,2024-12-30,pending
